time,x_odom,y_odom,theta_odom
1763623483.501787,0.0,0.0,0.0
1763623483.5512094,0.0,0.0,0.0
1763623483.601198,0.0,0.0,0.0
1763623483.651203,0.0,0.0,0.0
1763623483.7012167,0.0,0.0,0.0
1763623483.7512095,0.0,0.0,0.0
1763623483.8020246,0.0,0.0,0.0
1763623483.8512022,0.0,0.0,0.0
1763623483.9012203,0.0,0.0,0.0
1763623483.9512105,0.0,0.0,0.0
1763623484.0012138,0.0,0.0,0.0
1763623484.0512207,0.0,0.0,0.0
1763623484.1012182,0.0,0.0,0.0
1763623484.1512153,0.0,0.0,0.0
1763623484.2012155,0.0,0.0,0.0
1763623484.2511663,0.0,0.0,0.0
1763623484.3011844,0.0,0.0,0.0
1763623484.351166,0.0,0.0,0.0
1763623484.4011788,0.0,0.0,0.0
1763623484.4511893,0.0,0.0,0.0
1763623484.5013692,0.0,0.0,0.0
1763623484.551213,0.0,0.0,0.0
1763623484.6014519,0.0,0.0,0.0
1763623484.6512055,0.0,0.0,0.0
1763623484.7012236,0.0,0.0,0.0
1763623484.751224,0.0,0.0,0.0
1763623484.80123,0.0,0.0,0.0
1763623484.8512256,0.0,0.0,0.0
1763623484.9012175,0.0,0.0,0.0
1763623484.9512177,0.0,0.0,0.0
1763623485.0012574,0.0,0.0,0.0
1763623485.0512211,0.0,0.0,0.0
1763623485.10153,0.0,0.0,0.0
1763623485.15122,0.0,0.0,0.0
1763623485.2012239,0.0,0.0,0.0
1763623485.2512264,0.0,0.0,0.0
1763623485.3012276,0.0,0.0,0.0
1763623485.351225,0.0,0.0,0.0
1763623485.4013517,0.0,0.0,0.0
1763623485.451212,0.0,0.0,0.0
1763623485.5012155,0.0,0.0,0.0
1763623485.5511947,0.0,0.0,0.0
1763623485.6012115,0.0,0.0,0.0
1763623485.651212,0.0,0.0,0.0
1763623485.7012246,0.0,0.0,0.0
1763623485.7512348,0.0,0.0,0.0
1763623485.8011835,0.0,0.0,0.0
1763623485.85121,0.0,0.0,0.0
1763623485.9011996,0.0,0.0,0.0
1763623485.9512103,0.0,0.0,0.0
1763623486.0012174,0.0,0.0,0.0
1763623486.0512247,0.005065818153913541,0.0,0.036854497151487406
1763623486.101177,0.009940700874187244,0.00017974273745964664,0.07035858547102142
1763623486.1512153,0.014619668085716724,0.0005094925551176228,0.10721308262250881
1763623486.2012239,0.019656399226851584,0.0010515746341815831,0.14406757977399617
1763623486.25122,0.024298378215832632,0.0017249988501643239,0.18092207692548368
1763623486.3012276,0.028912391975569527,0.0025690048535624253,0.21107575641306417
1763623486.3512268,0.03368232104141647,0.003591044820922374,0.24457984473259828
1763623486.401426,0.03805125891078508,0.004681428159147651,0.2780839330521321
1763623486.451249,0.04274204946843973,0.006020559568797437,0.3115880213716662
1763623486.5012043,0.04720676106269652,0.0074585510461443755,0.34844251852315367
1763623486.5512106,0.05161545643751956,0.009060073509560765,0.37859619801073413
1763623486.6012275,0.055973863196230086,0.010793786183114216,0.41545069516222155
1763623486.651232,0.0604370923943224,0.012762637145830515,0.4489547834817555
1763623486.701232,0.06466283487077608,0.014798458756755343,0.4858092806332429
1763623486.7512252,0.06897661008967897,0.017076205965923207,0.5193133689527769
1763623486.8011773,0.07288589136995532,0.01931094841246224,0.5528174572723108
1763623486.8511772,0.07703747208605065,0.021872425827127086,0.586321545591845
1763623486.901227,0.08078834614675225,0.024363910868510703,0.6198256339113789
1763623486.951225,0.08460637710094311,0.02708863264176646,0.6499793133989596
1763623487.0012329,0.08819115859259281,0.02981368229045328,0.6834834017184935
1763623487.0512214,0.09197360225153393,0.032894251873343536,0.7169874900380276
1763623487.1012292,0.09536787475819769,0.03585321589495465,0.7504915783575616
1763623487.151229,0.09893556091832549,0.03918013706187837,0.7839956666770955
1763623487.2012312,0.10225694489224527,0.04249221761745102,0.8141493461646765
1763623487.2512321,0.10534816201082134,0.04576650084535065,0.8476534344842106
1763623487.3012078,0.10845212133008525,0.04928316199666563,0.8845079316356977
1763623487.3512266,0.11130550641903536,0.05276665843915553,0.9180120199552319
1763623487.4012194,0.1142685251397637,0.05664187572967048,0.9515161082747658
1763623487.451216,0.11699116409500368,0.060461392221089635,0.988370605426253
1763623487.5012336,0.11957121974620927,0.06437863384568922,1.0252251025777404
1763623487.5512333,0.1220051881192086,0.0683882805967201,1.055378782065321
1763623487.6012301,0.12422468377274533,0.07230623835231346,1.0888828703848552
1763623487.651203,0.126485608029262,0.07662885451551685,1.1223869587043893
1763623487.7013755,0.128519124552509,0.08085570673182332,1.1525406381919698
1763623487.7512596,0.13050048708199033,0.08531339576481564,1.1860447265115037
1763623487.8012266,0.13226099448880296,0.08966104832445874,1.2228992236629912
1763623487.8511984,0.13386011214381702,0.09407061653849465,1.2530529031505717
1763623487.9012232,0.1352669404552757,0.09834816116511874,1.2865569914701056
1763623487.9512231,0.13658230541786917,0.10285052544669292,1.3167106709576866
1763623488.0012324,0.13780849114432966,0.10757209907762542,1.3502147592772205
1763623488.0512228,0.1387937235937563,0.111965943743892,1.3837188475967543
1763623488.1012263,0.13966611453937774,0.11657467493010921,1.4205733447482418
1763623488.1512184,0.1403400196842698,0.12102691097353398,1.454077433067776
1763623488.2013214,0.1408862558709602,0.12568556905684117,1.484231112555357
1763623488.2512345,0.14127556801036467,0.13017165755226728,1.5177352008748903
1763623488.3012319,0.14152433828813968,0.1348556283525295,1.5545896980263776
1763623488.3512192,0.14159731272395332,0.13935798647493608,1.5880937863459117
1763623488.4012282,0.14151618178410247,0.14404785714259977,1.6182474658334922
1763623488.4512289,0.1412847927184223,0.1489205615342468,1.6517515541530263
1763623488.5012302,0.1409206534708082,0.15340876346141424,1.6852556424725604
1763623488.5511992,0.14036351694317584,0.15825503913224334,1.7187597307920943
1763623488.6011963,0.13967201354917336,0.1628943593588387,1.755614227943582
1763623488.6512227,0.13877555961201057,0.16768947763961534,1.7891183162631161
1763623488.701217,0.13771898276192823,0.17245187560156292,1.82262240458265
1763623488.7512321,0.13655021945313867,0.17699450275298542,1.8594769017341377
1763623488.801233,0.13521487145018363,0.18149098079916967,1.8896305812217176
1763623488.8512352,0.1337445656680119,0.18594515524745142,1.9264850783732053
1763623488.9012277,0.13211113909611444,0.19034212997367314,1.9566387578607858
1763623488.9512284,0.13041650014089048,0.19451403034905607,1.9901428461803203
1763623489.001234,0.1285066694350157,0.19879818905103142,2.020296525667901
1763623489.0514164,0.12655006838574467,0.20285383527138567,2.053800613987435
1763623489.1012263,0.12437157016151082,0.2070078230657615,2.0839542934750153
1763623489.1511965,0.1221609330978132,0.2109307859388064,2.117458381794549
1763623489.201385,0.11972259232768201,0.2149377752571762,2.1476120612821306
1763623489.251201,0.11716455283492075,0.21886942924275107,2.1777657407697104
1763623489.3012009,0.11448914032635128,0.2227221733320728,2.2146202379211983
1763623489.3511844,0.11167358575199862,0.2264737225517493,2.2447739174087786
1763623489.401231,0.10862911000232942,0.2302852781918743,2.278278005728313
1763623489.451216,0.10558060426420945,0.23385011786196652,2.3084316852158935
1763623489.5012307,0.10242600759544183,0.23732142726422578,2.3452861823673805
1763623489.5512242,0.09914564865245909,0.24067414471638413,2.3754398618549613
1763623489.601231,0.09563050150538066,0.24405652989883728,2.4089439501744954
1763623489.6512158,0.09214350444301216,0.24719377719477154,2.4457984473259824
1763623489.7012267,0.08839927073838247,0.2503206770897486,2.479302535645517
1763623489.75123,0.08470035079936875,0.25320502457116967,2.516157032797004
1763623489.8012326,0.0810497729107178,0.25584127854405914,2.5496611211165385
1763623489.8512294,0.0770015318392673,0.25856314063011604,2.5831652094360726
1763623489.9012344,0.07318262820132429,0.26094904275191144,2.6166692977556067
1763623489.9512289,0.06896122166779052,0.26339373411622125,2.6501733860751404
1763623490.0012326,0.06499113310839486,0.2655185754658844,2.683677474394675
1763623490.0512388,0.06078380179360827,0.2675921791687239,2.7138311538822553
1763623490.1012306,0.05668658321437223,0.2694601603904296,2.7473352422017885
1763623490.1512408,0.052355861879986934,0.27126191559930607,2.777488921689369
